Word,Language,IPA,English Translation,Sentiment_Compound
bordel,fr,bɔʀdəl,brothel,0.0
oh putain de merde,fr,ɔpytɛndəmɛʀd,oh for fuck's sake,0.0
se foutre dans la merde,fr,səfutʀədɑslamɛʀd,getting into trouble,-0.4019
connasse,fr,kɔnas,bitch,-0.5859
note from benjamin,fr,nɔtəfʀɔmbɑʒamɛ,note from benjamin,0.0
conneries,fr,kɔnɛʀj,bullshit,-0.5859
foutre,fr,futʀ,fuck,-0.5423
laisse-moi tranquille,fr,lɛsəmwatʀɑkij,leave me alone,-0.296
baiser,fr,bɛzəʀ,kiss,0.4215
je te nique ta race sale fils de chien,fr,ʒətɛnikɛtaʀazɛsalɛfilsdəʃjɛ,I'll fuck your race you son of a dog,-0.5423
putain de,fr,pytɛnd,fucking,0.0
branler,fr,bʀɑləʀ,wank,0.0
aller se faire foutre,fr,aləʀsɛfɛʀəfutʀ,fuck off,-0.5423
foutre la merde,fr,futʀəlamɛʀd,make a mess,-0.3612
j’en ai plus rien à foutre,fr,ʒənaiplysʀjənafutʀ,I don't give a fuck anymore,0.431
je m’en bats les couilles,fr,ʒəmɛnbatsləskujl,I don't give a fuck,0.431
ce mécanicien m’a bien baisé,fr,səmekanisjɛmabjənbɛze,this mechanic screwed me over,-0.4939
garce,fr,ɡaʀs,bitch,-0.5859
casser les couilles,fr,kasəʀləskujl,busting balls,0.0
zut,fr,zy,zut,0.0
dégénéré,fr,deʒeneʀe,degenerate,0.0
bordel de merde,fr,bɔʀdəldəmɛʀd,for fuck's sake,0.0
enculer une mouche,fr,ɑkyləʀynəmuʃ,fuck a fly,-0.5423
brûle en enfer,fr,bʀyləɛnɑfəʀ,burns in hell,-0.6808
de merde,fr,dəmɛʀd,of shit,-0.5574
abruti,fr,abʀyti,moron,-0.4939
ça schlingue,fr,sasʃlɛɡ,ça schlingue,0.0
couillonne,fr,kujlɔn,couillonne,0.0
vous êtes stupide,fr,vusətəsstypid,you're stupid,-0.5267
dégueulasse,fr,deɡɥœlas,disgusting,-0.5267
framble,fr,fʀɑblə,aspen,0.0
tais-toi,fr,tɛstwa,shut up,0.0
trouduc,fr,tʀudyk,asshole,0.0
nique ta mère,fr,nikətaməʀ,fuck your mother,-0.5423
ferme ta gueule,fr,fɛʀmətaɡɥœl,shut your mouth,0.0
conne,fr,kɔn,connect,0.0
enculé,fr,ɑkyle,motherfucker,-0.6808
partir en couille,fr,paʀtiʀənkujl,going to the dogs,0.0
crétin,fr,kʀetɛ,moron,-0.4939
chier,fr,ʃjɛʀ,chier,0.0
baise toi,fr,bɛzətwa,fuck you,-0.5423
pute,fr,pyt,whore,-0.6486
j’en ai ral le cul,fr,ʒənaiʀalləkyl,it's slowing my ass down,-0.5423
merde,fr,mɛʀd,shit,-0.5574
putain t’es moche,fr,pytɛntəsmɔʃ,you're fucking ugly,-0.5563
connerie,fr,kɔnəʀi,bullshit,-0.5859
prendre pour un con,fr,pʀɑdʀəpuʀynkɔ,take for a fool,-0.4404
debile,fr,dəbil,moron,-0.4939
ne rien foutre,fr,nəʀjənfutʀ,do nothing,0.0
t’es débile,fr,təsdebil,you're an idiot,-0.5106
rien à branler,fr,ʀjənabʀɑləʀ,give a shit,-0.5574
la vache,fr,lavaʃ,the cow,0.0
je pis dans ta bouche,fr,ʒəpisdɑstabuʃ,I pee in your mouth,0.0
qu’est-ce que tu branles,fr,kɛstsəkətybʀɑl,what the hell are you doing,-0.6808
putain de bordel de merde,fr,pytɛndəbɔʀdɛldəmɛʀd,for fuck's sake,0.0
se casser,fr,səkasəʀ,break,0.0
je m’en fous pas mal,fr,ʒəmənfuspasmal,I don't really care,-0.43
fils de pute,fr,filsdəpyt,son of a bitch,-0.5859
faire chier,fr,fɛʀəʃjəʀ,piss off,-0.4019
enculer,fr,ɑkyləʀ,fuck,-0.5423
il est stupide,fr,ilɛststypid,he's stupid,-0.5267
branler – to jerk off,fr,bʀɑləʀtɔʒɛʀkɔf,branler - to jerk off,-0.34
j’en ai marre,fr,ʒənaimaʀʀ,i'm fed up,0.0
कुत्ते की औलाद,hi,kuttekiɔlad,Dog Leash,0.0
कुत्ते की ज़ात,hi,kuttekizat,Dogs,0.0
सूअर की औलाद,hi,suarəkiɔlad,Swine auction,0.0
सूअर की ज़ात,hi,suarəkizat,pork grounds,0.0
गधे की औलाद,hi,ɡədekiɔlad,The Apostle of the Dwarf,0.0
गधे की ज़ात,hi,ɡədekizat,Dwarfs,0.0
बंदर की औलाद,hi,bəndrəkiɔlad,Monkey,0.0
बंदर की ज़ात,hi,bəndrəkizat,Monkey,0.0
भैंस की औलाद,hi,bænsəkiɔlad,Buffalo,0.0
भैंस की ज़ात,hi,bænsəkizat,About Buffalo,0.0
उल्लू की औलाद,hi,ullukiɔlad,Owl's Alasad,0.0
उल्लू की ज़ात,hi,ullukizat,Owl,0.0
लोमड़ी की औलाद,hi,lomɽikiɔlad,Lomdi's Auction,0.0
लोमड़ी की ज़ात,hi,lomɽikizat,Lumde Zat,0.0
भेड़ की औलाद,hi,beɽəkiɔlad,Sheep,0.0
भेड़ की ज़ात,hi,beɽəkizat,Sheep,0.0
बकरी की औलाद,hi,bəkrikiɔlad,Goat Aulada,0.0
बकरी की ज़ात,hi,bəkrikizat,Goat,0.0
बिल्ली की औलाद,hi,billikiɔlad,cat auction,0.0
बिल्ली की ज़ात,hi,billikizat,Cat Zat,0.0
मेंढक की औलाद,hi,menɖkəkiɔlad,Aurora of frogs,0.0
मेंढक की ज़ात,hi,menɖkəkizat,The Land of the Forest,0.0
बदीर,hi,bədir,Binder,0.0
बदीरचंद,hi,bədirtʃəndə,Сountry,0.0
बकलैंड,hi,bəklænɖə,Bakland,0.0
बकलंड,hi,bəklənɖə,Buckle,0.0
भंडवा,hi,bənɖva,Сountry,0.0
भड़वा,hi,bəɽva,Home,0.0
चिनाल,hi,tʃinal,Chinal,0.0
छनाल,hi,tʃənal,Tease,-0.3182
चूतिया,hi,tʃutija,Katya,0.0
चुतिया,hi,tʃutija,Katya,0.0
घसटी,hi,ɡəsʈi,SEARCH,0.0
घसति,hi,ɡəsti,Home,0.0
घसड़,hi,ɡəsəɽ,Сountry,0.0
घस्सड़,hi,ɡəssəɽ,Horse,0.0
हरामी,hi,ɦərami,Green,0.0
हरामज़ादा,hi,ɦəramzada,Haremazada,0.0
हरामजादा,hi,ɦəramdʒada,Greenland,0.0
हिजड़ा,hi,ɦidʒɽa,Hedgehog,0.0
हिजड़ा,hi,ɦidʒɽa,Hedgehog,0.0
टट्टी,hi,ʈəʈʈi,Kitty,0.0
चोद,hi,tʃod,Cheats,-0.4215
लंड,hi,lənɖə,Lemon,0.0
लोडे,hi,loɖe,Load,0.0
टक्के,hi,ʈəkke,Boxing,0.0
छक्का,hi,tʃəkka,Negotiable,0.0
हिजड़ा,hi,ɦidʒɽa,Hedgehog,0.0
टट्टे,hi,ʈəʈʈe,Pony,0.0
रांड,hi,ranɖə,Randy,0.0
रंढवा,hi,rənɖva,Сountry,0.0
जिगोलो,hi,dʒiɡolo,Girgo,0.0
रंडी,hi,rənɖi,Randy,0.0
लंड,hi,lənɖə,Lemon,0.0
चूत,hi,tʃut,Suck,-0.4404
बंड,hi,bənɖə,Bound,0.0
गांडू,hi,ɡanɖu,Gondu,0.0
गांडी,hi,ɡanɖi,English,0.0
भोसड़ी वाला,hi,bosɽivala,Busty,0.0
भोंसड़ी वाला,hi,bonsɽivala,Busty,0.0
भोसरी वाला,hi,bosrivala,Bassery,0.0
बूबले,hi,buble,BOOBLE,0.0
चुची,hi,tʃutʃi,Cheats,-0.4215
चूचे,hi,tʃutʃe,Violence,-0.6249
चूचियां,hi,tʃutʃijan,Bangles,0.0
चूत मार के,hi,tʃutəmarəke,Banging,0.0
लंड मार के,hi,lənɖəmarəke,Spanking,0.0
गांड मारी के,hi,ɡanɖəmarike,Married,0.0
चोदू,hi,tʃodu,Chotamil,0.0
लौड़ा,hi,lɔɽa,Wardrobe,0.0
लौंडा,hi,lɔnɖa,Lagoda,0.0
लोडा,hi,loɖa,Loaded,0.0
लंड,hi,lənɖə,Lemon,0.0
मुठ मारना,hi,muʈəmarna,Momenting,0.0
मुठी,hi,muʈi,Mystery,0.0
मुठल,hi,muʈəl,Muddle,0.0
बाबले,hi,bable,Babley,0.0
बुर,hi,bur,Burger,0.0
चोदना,hi,tʃodna,Sex,0.0
चुदना,hi,tʃudna,tight,0.0
चुद,hi,tʃud,tight,0.0
बूबले,hi,buble,BOOBLE,0.0
चोदू,hi,tʃodu,Chotamil,0.0
भड़वा,hi,bəɽva,Home,0.0
भड़वे,hi,bəɽve,Home,0.0
भड़वों,hi,bəɽvon,Perverts,-0.5859
भड़वी,hi,bəɽvi,Wife,0.0
भड़वापंती,hi,bəɽvapənti,Home,0.0
चोदेला,hi,tʃodela,Chodela,0.0
मारना,hi,marna,Hit,0.0
मारनी,hi,marni,Marry,0.0
मारने,hi,marne,Killing,-0.6597
गांडफटू,hi,ɡanɖpəʈu,Gadget,0.0
गांडफटी,hi,ɡanɖpəʈi,Gadgets,0.0
गांडफटा,hi,ɡanɖpəʈa,Сountry,0.0
गांडफटों,hi,ɡanɖpəʈon,Gadgets,0.0
गांडमस्ती,hi,ɡanɖməsti,English,0.0
गांड मारना,hi,ɡanɖəmarna,Singinging,0.0
गांड मारू,hi,ɡanɖəmaru,Scandals,-0.4939
गांड मारी,hi,ɡanɖəmari,Marathi,0.0
गांड माराना,hi,ɡanɖəmarana,Singer,0.0
झाँट,hi,dʒaʈə,Skirt,0.0
गांड फटू,hi,ɡanɖəpəʈu,Scandals,-0.4939
गांड फटी,hi,ɡanɖəpəʈi,Gand Fatigue,-0.25
गांड फटा,hi,ɡanɖəpəʈa,Gadget Cracked,0.0
गांड फटों,hi,ɡanɖəpəʈon,Gand Bursts,0.0
गांड मस्ती,hi,ɡanɖəməsti,Gadget,0.0
गांडमरना,hi,ɡanɖmərna,English,0.0
गांडमरू,hi,ɡanɖməru,Gadget,0.0
गांडमराना,hi,ɡanɖmərana,English,0.0
गांडमारी,hi,ɡanɖmari,Gadgets,0.0
रंडीबाज़ार,hi,rənɖibazar,Randybazar,0.0
चोदो,hi,tʃodo,Chota,0.0
चोदी,hi,tʃodi,chennai,0.0
चोदने,hi,tʃodne,Sex,0.0
चोदवा,hi,tʃodva,Chodow,0.0
चुदो,hi,tʃudo,Wishes,0.1531
चुदी,hi,tʃudi,Funny,0.4404
चुदने,hi,tʃudne,tights,0.0
चुदवा,hi,tʃudva,Сountry,0.0
चोदाई,hi,tʃodai,Cholera,0.0
चुदा,hi,tʃuda,Suggestion,0.0
चुदाई,hi,tʃudai,Suggestion,0.0
चुदवाना,hi,tʃudvana,Witness,0.0
हरामी,hi,ɦərami,Green,0.0
हरामिया,hi,ɦəramija,Green,0.0
हरामज़ादा,hi,ɦəramzada,Haremazada,0.0
हरामज़ादी,hi,ɦəramzadi,Harmony,0.4019
हरामख़ोर,hi,ɦəramxor,Harmony,0.4019
कमीना,hi,kəmina,Decreasing,0.0
कमीनी,hi,kəmini,Missing,-0.296
भोसड़ी,hi,bosɽi,Beaux,0.0
भोसड़ीके,hi,bosɽike,Сountry,0.0
भंडवा,hi,bənɖva,Сountry,0.0
भंडी,hi,bənɖi,Blessing,0.4939
भड़वा,hi,bəɽva,Home,0.0
भड़वी,hi,bəɽvi,Wife,0.0
रांड,hi,ranɖə,Randy,0.0
रांडवा,hi,ranɖva,Randwa,0.0
रांडिबाजार,hi,ranɖibadʒar,Randybazar,0.0
हिजड़ा,hi,ɦidʒɽa,Hedgehog,0.0
हिजरा,hi,ɦidʒra,Hedgehog,0.0
हिजड़े,hi,ɦidʒɽe,Hedgehog,0.0
छक्का,hi,tʃəkka,Negotiable,0.0
गांडू,hi,ɡanɖu,Gondu,0.0
गंडू,hi,ɡənɖu,Gondu,0.0
लवड़ा,hi,ləvɽa,Lover,0.5859
लौड़ा,hi,lɔɽa,Wardrobe,0.0
लोडा,hi,loɖa,Loaded,0.0
लंड,hi,lənɖə,Lemon,0.0
लंडवा,hi,lənɖva,LANDWA,0.0
चूत,hi,tʃut,Suck,-0.4404
चूतिया,hi,tʃutija,Katya,0.0
चूतमार,hi,tʃutmar,titmar,0.0
चूतियापा,hi,tʃutijapa,Katyapa,0.0
filho da puta,pt,filodɐputɐ,son of a bitch,-0.5859
pisso,pt,piʃso,pisso,0.0
puta que pariu,pt,putɐkɛpɐɾiw,Holy shit,-0.5574
cabra,pt,kɐbʁɐ,goat,0.0
escroto,pt,ɛʃkɾoto,scrotum,0.0
saco de merda,pt,sɐkodɛmɛɾdɐ,bag of shit,-0.5574
cracudo,pt,kɾɐkudo,crackpot,0.0
foder,pt,fodɛɾ,fuck,-0.5423
vai se foder,pt,vajsɛfodɛɾ,fuck you,-0.5423
vagabundo,pt,vɐɡɐbundo,tramp,0.0
porra,pt,poʁɐ,fuck,-0.5423
pra caralho,pt,pɾɐkɐɾɐlo,for fuck's sake,0.0
broche,pt,bɾokɛ,brooch,0.0
pixota,pt,piksotɐ,pixota,0.0
chupa meu pau,pt,kupɐmewpaw,suck my cock,-0.5423
pau,pt,paw,stick,0.0
galinha,pt,ɡɐlinɐ,chicken,0.0
cacete,pt,kɐzɛtɛ,cock,-0.1531
bicha,pt,bikɐ,queer,0.0
arrombado,pt,ɐʁombɐdo,broken into,-0.4767
pica,pt,pikɐ,pica,0.0
rego do cu,pt,ʁɛɡodoku,asshole,0.0
piça,pt,pisɐ,cock,-0.1531
corno,pt,koɾno,cuckold,0.0
negão,pt,nɛɡɐw,black,0.0
merda,pt,mɛɾdɐ,shit,-0.5574
xoxota,pt,ʃoksotɐ,pussy,0.0
boquete,pt,bokɛtɛ,blowjob,0.0
olho do cu,pt,olodoku,asshole,0.0
chupa-mos,pt,kupɐmoʃ,we suck,-0.4404
peido,pt,pɛjdo,fart,0.0
mijar,pt,miʒɐɾ,piss,-0.4019
sapatão,pt,sɐpɐtɐw,slut,-0.5859
mouro,pt,mowuɾo,Moorish,0.0
siririca,pt,siɾiɾikɐ,siririca,0.0
foda,pt,fodɐ,fuck,-0.5423
cu,pt,ku,ass,-0.5423
foda-se,pt,fodɐsɛ,fuck,-0.5423
vai apanhar no cu,pt,vajɐpɐnɐɾnoku,get your ass kicked,-0.5423
fodido,pt,fodido,fucked,-0.6597
vai pro caralho,pt,vajpɾokɐɾɐlo,fuck off,-0.5423
teu cu,pt,tewku,your ass,-0.5423
minete,pt,minɛtɛ,minete,0.0
babaca,pt,bɐbɐkɐ,asshole,0.0
mamada,pt,mɐmɐdɐ,blowjob,0.0
cona,pt,konɐ,cunt,-0.4939
paneleiro,pt,pɐnɛlɛjɾo,faggot,-0.6597
cachorro,pt,kɐkoʁo,dog,0.0
pachacha,pt,pɐkɐkɐ,pachacha,0.0
trepar,pt,tɾɛpɐɾ,climb,0.0
piroca,pt,piɾokɐ,dick,-0.5106
enrabar,pt,ɛnʁɐbɐɾ,screw,-0.1027
do caralho,pt,dokɐɾɐlo,fucking,0.0
negro,pt,nɛɡʁo,black,0.0
cachorra,pt,kɐkoʁɐ,puppy,0.0
bobo,pt,bobo,silly,0.0258
puta merda,pt,putɐmɛɾdɐ,Holy shit,-0.5574
fode-te,pt,fodɛtɛ,fuck you,-0.5423
piranha,pt,piɾɐnɐ,piranha,0.0
caralho,pt,kɐɾɐlo,fuck,-0.5423
escrota,pt,ɛʃkɾotɐ,scrooge,0.0
punheta,pt,punɛtɐ,wank,0.0
vai tomar no cu,pt,vajtomɐɾnoku,fuck off,-0.5423
cabrão,pt,kɐbʁɐw,motherfucker,-0.6808
viado,pt,viɐdo,faggot,-0.6597
rata,pt,ʁɐtɐ,pussy,0.0
que porra é essa,pt,kɛpoʁɐeɛʃsɐ,what the fuck is this,-0.5423
canalha,pt,kɐnɐlɐ,scoundrel,0.0
cagar,pt,kɐɡɐɾ,shit,-0.5574
preto,pt,pɾɛto,black,0.0
encher o saco,pt,ɛnkɛɾosɐko,fill your bag,0.0
pito,pt,pito,pito,0.0
badalhoca,pt,bɐdɐlokɐ,badass,0.34
trouxa,pt,tɾowuksɐ,fool,-0.4404
puta,pt,putɐ,whore,-0.6486
"vai para o caralho, vai-te foder",pt,vajpɐɾɐokɐɾɐlovajtɛfodɛɾ,"fuck you, fuck off",-0.7906
monte de merda,pt,montɛdɛmɛɾdɐ,pile of shit,-0.5574
boiola,pt,bowjolɐ,faggot,-0.6597
vai mamar na quinta pata do cavalo,pt,vajmɐmɐɾnɐkintɐpɐtɐdokɐvɐlo,go suck the horse's fifth leg,-0.4404
brocha,pt,bɾokɐ,broach,0.0
moor,pt,mowoɾ,moor,0.0
caceta,pt,kɐzɛtɐ,cunt,-0.4939
buceta,pt,buzɛtɐ,pussy,0.0
pila,pt,pilɐ,cock,-0.1531
porra nenhuma,pt,poʁɐnɛnumɐ,fucking nothing,0.0
badalhoco,pt,bɐdɐloko,clown,0.0
vaca,pt,vɐkɐ,cow,0.0
nem fodendo,pt,nɛmfodɛndo,no fucking way,-0.296
肏,zh,tsao,fuck (vulgar),-0.5423
操,zh,tsao,drill (practice),0.0
他妈的,zh,tamate,(taboo curse) damn it!,-0.7574
去你的,zh,tɕynite,Go hell!,-0.7088
你妈的屄,zh,nimatipi,You fucking cunt.,-0.5413
肏你妈,zh,tsaonima,fuck your mother (vulgar),-0.5423
肏你妈的屄,zh,tsaonimatipi,Fuck your mom's cunt.,-0.7717
干你妈,zh,kannima,Fuck you!,-0.5848
干你娘,zh,kanniniaŋ,Fuck you!,-0.5848
王八,zh,waŋpa,tortoise,0.0
王八旦,zh,waŋpatan,turtle's egg (highly offensive when directed at sb),-0.5095
龟孙子,zh,kueisuntsi,(coll.) bastard,-0.5423
杂种,zh,tsaʈʂoŋ,son-of-a-bitch,-0.5719
混蛋,zh,xuntan,asshole,0.0
犯贱,zh,fantɕian,lowly,-0.25
招贬,zh,ʈʂaopian,disparage,-0.4588
低三下四,zh,tisanɕiasi,servile,0.0
狗腿子,zh,koutueitsi,fig. one who follows a villain,-0.5574
拍马屁,zh,paimapi,boot-licking,0.0
神经病,zh,ʂentɕiŋpiŋ,mental disorder,-0.4019
变态,zh,piantai,perverted (slang),-0.5423
脑残,zh,naotsan,brain-dead (derogatory),0.0
白痴,zh,paiʈʂi,idiocy,0.0
笨蛋,zh,pentan,geek,-0.2023
傻子,zh,ʂatsi,a fool,-0.4404
残废,zh,tsanfei,garbled,0.0
智障,zh,ʈʂɻʈʂaŋ,learning difficulties (handicap),-0.296
我尻,zh,wokao,I'll do it.,0.0
婊子,zh,piaotsi,prostitute,0.0
婊子,zh,piaotsi,prostitute,0.0
三八,zh,sanpa,stupid,-0.5267
混账,zh,xunʈʂaŋ,absolutely disgraceful!,0.0
滚蛋,zh,kuntan,beat it!,0.0
傻子,zh,ʂatsi,a fool,-0.4404
呆子,zh,taitsi,sucker,-0.5267
惡棍,zh,kun,bully,-0.4939
神棍,zh,ʂenkun,sorcerer,0.0
窝囊废,zh,wonaŋfei,good-for-nothing,0.0
废物,zh,feiu,landfills,0.0
废人,zh,feiɻen,handicapped person,0.0
废话,zh,feixua,No kidding! (gently sarcastic),-0.6209
流氓,zh,lioumaŋ,hooliganism,-0.4767
人渣,zh,ɻenʈʂa,dregs of society,0.0
畜生,zh,ʈʂuʂeŋ,bastard,-0.5423
禽兽,zh,tɕinʂou,birds and animals,0.0
贱货,zh,tɕianxuo,slut,-0.5859
骚货,zh,saoxuo,loose woman,-0.3182
去死,zh,tɕysi,go hell!,-0.7088
该死,zh,kaisi,damned,-0.3818
找死,zh,ʈʂaosi,court death,-0.5994
吃屎,zh,ʈʂiʂɻ,fall flat on one's face (vulgar),0.0
放屁,zh,faŋpi,break wind,0.0
屎蛋,zh,ʂɻtan,feces,0.0
没屁用,zh,muopijoŋ,useless,-0.4215
有屁用,zh,joupijoŋ,(coll.) be useless,-0.4215
屁话,zh,pixua,shit,-0.5574
狗崽子,zh,koutsaitsi,bastard,-0.5423
狗屁,zh,koupi,nonsense,-0.4019
狗屁不通,zh,koupiputoŋ,unintelligible as shit,-0.5574
狗日的,zh,kouɻiti,bastard,-0.5423
狗杂种,zh,koutsaʈʂoŋ,bastard,-0.5423
杂种,zh,tsaʈʂoŋ,son-of-a-bitch,-0.5719
走狗,zh,tsoukou,hunting dog,0.0
狗腿子,zh,koutueitsi,fig. one who follows a villain,-0.5574
滚开,zh,kunkai,boil (of liquid),0.0
滚蛋,zh,kuntan,beat it!,0.0
屌,zh,tiao,fuck (Cantonese),-0.5423
臭閪,zh,ɕiou,smelly wench,0.0
鸠,zh,tɕiou,"penis (slang, esp. Cantonese)",0.0
柒头,zh,tɕitou,seven (banker's anti-fraud numeral),0.0
傻逼,zh,ʂapi,idiot,-0.5106
曹尼玛,zh,tsaonima,Tsang Nyima.,0.0
草泥马,zh,tsaonima,grass mud horse,0.0
操你妈,zh,tsaonima,Fuck you!,-0.5848
去死吧,zh,tɕysipia,Go to hell.,-0.6808
傻叼,zh,ʂatiao,stupid,-0.5267
hıyar,tr,hɯjaɾ,Cucumber,0.0
siktir orospu çocuğu,tr,siktiɾoɾosputʃodʒuɰu,"Fuck you, motherfucker.",-0.8442
taşak,tr,taʃak,balls,0.0
aptal,tr,aptal,Stupid,-0.5267
abaza,tr,abaza,abaza,0.0
kaşar,tr,kaʃaɾ,Kashkaval,0.0
onbeş,tr,onbeʃ,fifteen,0.0
denyo,tr,denjo,Douchebag,-0.6124
götüne koyarım,tr,ɡœtynekojaɾɯm,I'll fuck you in the ass,-0.7906
götünü sikerim,tr,ɡœtynysikeɾim,I'll fuck your ass,-0.7906
31 çekelim,tr,tʃekelim,Let's jerk off,-0.34
lavuk,tr,lavuk,asshole,0.0
amına koyarım,tr,amɯnakojaɾɯm,Fuck you.,-0.5423
sıçtık,tr,sɯtʃtɯk,We're fucked,-0.6597
ezik,tr,ezik,loser,-0.5267
götten bacaklı,tr,ɡœttenbadʒaklɯ,ass-legged,0.0
sikindirik,tr,sikindiɾik,SICKNESS,0.0
yavşak,tr,javʃak,asshole,0.0
hiçbir lanet yolu,tr,hitʃbiɾlanetjolu,no fucking way,-0.296
şapka,tr,ʃapka,hat,0.0
amına koğumun piçi,tr,amɯnakoɰumunpitʃi,fucking bastard.,-0.5849
sıçarım babanın şarap çanağına,tr,sɯtʃaɾɯmbabanɯnʃaɾaptʃanaɰɯna,I'll shit in your father's wine bowl,-0.5574
ecdadını sikeyim,tr,edʒdadɯnɯsikejim,fuck your ancestors,-0.5423
film,tr,film,movie,0.0
sikim sokum,tr,sikimsokum,Fuck me,-0.5423
sikimtronik,tr,sikimtɾonik,sikimtronik,0.0
sikitr,tr,sikitɾ,sikitr,0.0
orospu,tr,oɾospu,bitch,-0.5859
yarrak,tr,jaɾɾak,cock,-0.1531
abazan,tr,abazan,abazan,0.0
siktir,tr,siktiɾ,Shit!,-0.5983
manda,tr,manda,buffalo,0.0
götveren,tr,ɡœtveɾen,asshole,0.0
pislik,tr,pislik,asshole,0.0
şıllık,tr,ʃɯllɯk,bitch,-0.5859
frikik,tr,fɾikik,frikikik,0.0
siçan,tr,sitʃan,SICAN,0.0
sıçarım gözlük camına dünyayı bombok görürsün,tr,sɯtʃaɾɯmɡœzlykdʒamɯnadynjajɯbombokɡœɾyɾsyn,"I'll shit in your glasses, you'll see the world as shit.",-0.802
zibidi,tr,zibidi,zibidi,0.0
eline vermek,tr,elineveɾmek,to give into your hand,0.4939
feriştahını sikeyim,tr,feɾiʃtahɯnɯsikejim,fuck your fuckin' ass,-0.807
puşt,tr,puʃt,asshole,0.0
siktir git,tr,siktiɾɡit,Fuck off,-0.5423
götüne koyayım,tr,ɡœtynekojajɯm,Fuck you in the ass,-0.7906
hasiktir,tr,hasiktiɾ,Holy shit,-0.5574
sığır,tr,sɯɰɯɾ,cattle,0.0
hayvan,tr,hajvan,animal,0.0
kaltak,tr,kaltak,Bitch,-0.5859
yarrak kafa,tr,jaɾɾakkafa,cock head,-0.1531
salak,tr,salak,Idiot,-0.5106
tek kürek yalova yapmak,tr,tekkyɾekjalovajapmak,single shovel make yalova,0.0
amsalak,tr,amsalak,amsalak,0.0
götünden kan alırım,tr,ɡœtyndenkanalɯɾɯm,I'll bleed out your ass,-0.5423
ver,tr,veɾ,give,0.0
sikik,tr,sikik,Fucker,-0.6486
yelloz,tr,jelloz,yelloz,0.0
sikmek,tr,sikmek,fuck,-0.5423
sıçışlardayız,tr,sɯtʃɯʃlaɾdajɯz,we're in the shits,-0.4767
orospu çocuğu,tr,oɾosputʃodʒuɰu,son of a bitch,-0.5859
ejderha,tr,eʒdeɾha,dragon,0.0
amına koyayım,tr,amɯnakojajɯm,Fuck you.,-0.5423
am budalası,tr,ambudalasɯ,pussy idiot,-0.5106
ciğerini sikeyim,tr,dʒiɰeɾinisikejim,Fuck your liver,-0.5423
bok ye,tr,bokje,eat shit,-0.5574
amcık ağızlı,tr,amdʒɯkaɰɯzlɯ,cunt mouth,-0.4939
motor,tr,motoɾ,motor,0.0
kavat,tr,kavat,kavat,0.0
amını sikerim,tr,amɯnɯsikeɾim,I'll fuck your pussy,-0.5423
beş,tr,beʃ,five,0.0
kicimi op,tr,kidʒimiop,op my ass,-0.5423
böluk,tr,bœluk,böluk,0.0
amcık hoşafı,tr,amdʒɯkhoʃafɯ,cunt treats,-0.4939
köylü,tr,kœjly,villager,0.0
nataşa,tr,nataʃa,natasha,0.0
ağzına sıçarım,tr,aɰzɯnasɯtʃaɾɯm,I'll fuck you up,-0.5423
embesil,tr,embesil,imbecile,-0.4939
ısır beni,tr,ɯsɯɾbeni,Bite me,0.0
kıç,tr,kɯtʃ,ass,-0.5423
kevaşe,tr,kevaʃe,skank,0.0
sikimsonik,tr,sikimsonik,cycimsonic,0.0
canın cehenneme,tr,dʒanɯndʒehenneme,Fuck you,-0.5423
açık kapı,tr,atʃɯkkapɯ,open door,0.0
yarrağımın antifrizi,tr,jaɾɾaɰɯmɯnantifɾizi,antifreeze for my cock,-0.1531
mal,tr,mal,goods,0.0
yarrağımı,tr,jaɾɾaɰɯmɯ,my cock,-0.1531
yosma,tr,josma,Yosma,0.0
göte geldin,tr,ɡœteɡeldin,you came in the ass,-0.5423
sikimtırak,tr,sikimtɯɾak,Fucktard,-0.6249
dalga,tr,dalɡa,wave,0.0
yarrağımı ye,tr,jaɾɾaɰɯmɯje,eat my cock,-0.1531
amcik,tr,amdʒik,cunt,-0.4939
aşüfte,tr,aʃyfte,hussy,0.0
ananı avradını sikeyim,tr,ananɯavɾadɯnɯsikejim,Fuck your motherfucker.,-0.8442
yarrağımın kurma kolu,tr,jaɾɾaɰɯmɯnkuɾmakolu,the crown of my cock,-0.1531
bok,tr,bok,Shit,-0.5574
ciğersiz pezevenk,tr,dʒiɰeɾsizpezevenk,you pimp without a liver,0.0
dümbük,tr,dymbyk,dumbass,-0.5574
pezevenk,tr,pezevenk,Pimp,0.0
eşekoğlueşek,tr,eʃekoɰlueʃek,donkey son of donkey,0.0
seni sikerim,tr,senisikeɾim,fuck you,-0.5423
apaçi,tr,apatʃi,Apache,0.0
siktirici,tr,siktiɾidʒi,fucker,-0.6486
hödük,tr,hœdyk,boor,0.0
at hırsızı,tr,athɯɾsɯzɯ,horse thief,-0.5267
amını sikeyim,tr,amɯnɯsikejim,Fuck your pussy,-0.5423
götübozuk,tr,ɡœtybozuk,asshole,0.0
götünü sikeyim,tr,ɡœtynysikejim,Fuck your ass,-0.7906
yarrak ağızlı,tr,jaɾɾakaɰɯzlɯ,cock mouth,-0.1531
anasını avradını siktiğimin orospu çocuğu,tr,anasɯnɯavɾadɯnɯsiktiɰiminoɾosputʃodʒuɰu,motherfucking son of a bitch,-0.8225
